process,process,process,process,process,process,process,process,process,process,process,process,process,process,sensor,sensor,sensor,sensor,sensor,sensor,defects,defects,defects,defects,defects,defects,defects,defects,defects,defects,defects,defects,defect_flag
velocity_1,velocity_2,velocity_3,high_velocity,cylinder_pressure,rapid_rise_time,biscuit_thickness,clamping_force,cycle_time,pressure_rise_time,casting_pressure,spray_time,spray_1_time,spray_2_time,melting_furnace_temp,air_pressure,coolant_temp,coolant_pressure,factory_temp,factory_humidity,short_shot_1,bubble_1,blow_hole_1,stain_1,dent_1,crack_1,scratch_1,buring_mark_1,short_shot_2,blow_hole_2,dent_2,crack_2,is_defect
0.16,0.164,0.202,2.685,264,0.012,19,370,34.1,0.04,595,10.1,2.0,2.7,668.6,6.9,27.6,2.7,35.4,55.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.166,0.208,2.674,265,0.011,19,370,34.0,0.04,595,10.1,2.0,2.7,669.0,6.9,27.6,2.71,35.3,56.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.168,0.202,2.677,265,0.012,18,370,34.1,0.039,596,10.1,2.0,2.7,669.0,6.9,27.6,2.71,35.3,56.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.166,0.202,2.709,265,0.012,18,370,34.1,0.04,596,10.1,2.0,2.7,669.5,6.9,27.6,2.7,35.3,56.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.164,0.208,2.673,265,0.012,18,370,34.0,0.04,596,10.1,2.0,2.7,669.7,6.9,27.5,2.71,35.3,56.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.166,0.202,2.714,265,0.012,17,372,34.0,0.04,595,10.1,2.0,2.7,669.7,6.9,27.5,2.71,35.3,56.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.17,0.208,2.533,265,0.012,16,355,33.9,0.034,596,10.1,2.0,2.7,678.1,6.9,26.0,2.78,30.7,66.0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.156,0.17,0.208,2.533,265,0.012,16,355,33.9,0.034,596,10.1,2.0,2.7,677.4,6.9,26.0,2.76,30.6,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.149,0.174,0.204,2.506,264,0.012,16,357,33.9,0.042,595,10.0,2.0,2.7,677.4,6.9,26.0,2.76,30.6,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.144,0.164,0.203,2.529,264,0.012,13,361,33.9,0.036,593,10.0,2.0,2.7,676.4,6.9,26.0,2.72,30.6,66.1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.158,0.16,0.204,2.506,265,0.012,15,361,33.9,0.041,596,10.0,2.0,2.7,676.4,6.9,26.0,2.72,30.6,66.1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.158,0.164,0.204,2.499,264,0.012,16,359,33.9,0.034,595,10.1,2.0,2.7,675.9,6.9,26.0,2.74,30.6,66.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.17,0.212,2.519,264,0.012,16,359,34.0,0.041,595,10.0,2.0,2.7,675.9,6.9,26.0,2.74,30.6,66.1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.162,0.166,0.21,2.521,262,0.012,13,359,34.0,0.036,589,10.0,2.0,2.7,675.3,6.8,26.0,2.76,30.7,66.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.168,0.202,2.526,263,0.012,13,361,34.0,0.033,591,10.0,2.0,2.7,674.8,6.8,25.9,2.74,30.7,66.2,0,0,1,0,0,0,0,0,0,0,0,0,1
0.158,0.174,0.204,2.519,265,0.012,16,361,34.0,0.041,595,10.0,2.0,2.7,674.8,6.8,25.9,2.74,30.7,66.2,0,0,1,0,0,0,0,0,0,0,0,0,0
0.15,0.164,0.203,2.534,265,0.012,16,359,34.0,0.041,596,10.0,2.0,2.7,674.6,6.7,26.0,2.74,30.7,66.2,0,0,1,0,0,0,0,0,0,0,0,0,1
0.16,0.17,0.204,2.544,265,0.012,15,361,34.0,0.041,595,10.0,2.0,2.7,674.6,6.7,26.0,2.74,30.7,66.2,1,0,1,0,0,0,0,0,0,0,0,0,1
0.158,0.162,0.202,2.509,265,0.011,14,361,34.0,0.041,596,10.0,2.0,2.7,674.5,6.6,26.0,2.74,30.8,66.0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.158,0.162,0.202,2.509,265,0.011,14,361,34.0,0.041,596,10.0,2.0,2.7,674.5,6.6,26.0,2.74,30.8,66.0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.16,0.17,0.202,2.526,247,0.011,2,364,34.0,0.045,556,10.0,2.0,2.7,674.5,6.5,25.9,2.73,30.9,66.0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.16,0.17,0.202,2.526,247,0.011,2,364,34.0,0.045,556,10.0,2.0,2.7,674.6,6.4,26.0,2.74,30.9,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.164,0.202,2.528,264,0.011,19,350,34.0,0.035,595,10.0,2.0,2.7,669.7,6.5,25.9,2.73,31.0,65.3,0,0,1,0,0,0,0,0,0,0,0,0,1
0.156,0.164,0.2,2.495,265,0.011,18,352,33.9,0.035,596,10.0,2.0,2.7,669.7,6.5,25.9,2.73,31.0,65.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.168,0.204,2.514,265,0.012,20,354,34.0,0.037,595,10.0,2.0,2.7,668.4,6.4,25.9,2.75,31.0,65.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.147,0.174,0.202,2.498,265,0.012,19,357,33.9,0.036,595,10.0,2.0,2.7,667.5,6.3,25.9,2.72,30.9,65.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.148,0.172,0.212,2.519,265,0.011,19,357,34.0,0.036,596,10.0,2.0,2.7,667.5,6.3,25.9,2.72,30.9,65.3,0,0,1,0,0,0,0,0,0,1,0,0,1
0.147,0.166,0.212,2.509,265,0.011,19,359,33.9,0.035,596,10.0,2.0,2.7,666.7,6.3,26.0,2.73,30.9,65.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.168,0.2,2.507,265,0.012,19,363,33.9,0.035,595,10.0,2.0,2.7,666.7,6.3,26.0,2.73,30.9,65.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.17,0.206,2.524,265,0.012,18,363,34.0,0.035,595,10.0,2.0,2.7,666.5,6.2,25.9,2.72,30.9,65.6,0,0,1,0,0,0,0,0,0,1,0,0,1
0.154,0.172,0.206,2.524,265,0.011,17,364,33.9,0.036,596,10.0,2.0,2.7,666.5,6.2,25.9,2.72,30.9,65.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14,0.174,0.208,2.526,265,0.012,17,366,33.9,0.034,595,10.0,2.0,2.7,665.7,6.2,26.0,2.74,30.9,65.8,0,0,1,0,0,0,0,0,0,0,0,0,1
0.158,0.17,0.206,2.534,265,0.011,16,368,33.9,0.035,596,10.0,2.0,2.7,665.2,6.1,26.0,2.73,30.9,65.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.174,0.205,2.529,265,0.012,16,368,33.9,0.035,595,10.0,2.0,2.7,665.2,6.1,26.0,2.73,30.9,65.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.142,0.166,0.208,2.523,265,0.011,16,366,33.9,0.036,596,10.0,2.0,2.7,664.5,6.1,26.0,2.78,30.9,65.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.155,0.164,0.196,2.534,264,0.011,15,368,33.9,0.035,594,10.0,2.0,2.7,664.5,6.1,26.0,2.78,30.9,65.8,0,0,1,0,0,0,0,0,0,0,0,0,0
0.158,0.17,0.202,2.51,265,0.012,17,368,34.0,0.036,596,10.0,2.0,2.7,664.5,6.0,26.0,2.74,30.9,65.8,1,0,0,0,0,0,0,0,0,0,0,0,1
0.15,0.162,0.188,2.524,264,0.011,14,368,33.8,0.036,594,10.0,2.0,2.7,664.5,6.0,26.0,2.74,30.9,65.8,0,0,1,0,0,0,0,0,0,0,0,0,1
0.158,0.168,0.21,2.527,264,0.012,17,370,33.9,0.037,594,10.0,2.0,2.7,664.4,6.0,26.0,2.75,30.9,65.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.171,0.212,2.505,265,0.011,17,368,33.9,0.036,595,10.0,2.0,2.7,664.1,6.0,26.0,2.73,30.9,65.9,0,0,1,0,0,0,0,0,0,0,0,0,0
0.16,0.162,0.2,2.524,265,0.012,17,368,33.9,0.035,596,10.0,2.0,2.7,664.1,6.0,26.0,2.73,30.9,65.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.155,0.168,0.206,2.506,265,0.012,18,370,33.9,0.035,595,10.0,2.0,2.7,663.6,6.0,26.0,2.72,30.8,66.1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.149,0.17,0.204,2.521,265,0.011,18,372,33.9,0.036,596,10.0,2.0,2.7,663.6,6.0,26.0,2.72,30.8,66.1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.156,0.173,0.204,2.505,265,0.011,18,372,33.9,0.035,595,10.0,2.0,2.7,662.7,5.9,26.0,2.75,30.7,66.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.168,0.206,2.532,264,0.011,16,372,33.9,0.036,594,10.0,2.0,2.7,662.7,5.9,26.0,2.75,30.7,66.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.149,0.17,0.202,2.501,265,0.012,18,372,33.9,0.035,596,10.0,2.0,2.7,662.1,5.9,26.0,2.74,30.7,66.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.164,0.21,2.524,265,0.012,15,372,33.9,0.042,596,10.0,2.0,2.7,662.1,5.9,26.0,2.74,30.7,66.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.164,0.21,2.524,265,0.012,15,372,33.9,0.042,596,10.0,2.0,2.7,661.2,5.9,26.0,2.75,30.7,66.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.16,0.204,2.534,265,0.012,15,372,33.9,0.036,596,10.0,2.0,2.7,660.2,5.9,26.0,2.76,30.7,66.4,0,0,1,0,0,0,0,0,0,0,0,0,1
0.16,0.16,0.204,2.534,265,0.012,15,372,33.9,0.036,596,10.0,2.0,2.7,660.2,5.9,26.0,2.76,30.7,66.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.168,0.21,2.525,265,0.011,18,372,33.9,0.035,595,10.0,2.0,2.7,659.7,5.8,25.9,2.77,30.6,66.5,0,0,1,0,0,0,0,0,0,0,0,0,1
0.158,0.176,0.205,2.509,265,0.012,18,373,33.8,0.035,596,10.0,2.0,2.7,659.7,5.8,25.9,2.77,30.6,66.5,1,0,0,0,0,0,0,0,0,0,0,0,1
0.15,0.174,0.204,2.53,265,0.011,17,373,33.9,0.033,595,10.0,2.0,2.7,658.9,5.8,26.0,2.76,30.6,66.7,1,0,0,0,0,0,0,0,0,0,0,0,1
0.146,0.162,0.21,2.517,265,0.012,17,373,33.8,0.033,596,10.0,2.0,2.7,658.9,5.8,26.0,2.76,30.6,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.17,0.204,2.531,265,0.012,16,372,33.9,0.036,596,10.0,2.0,2.7,658.5,5.8,25.9,2.78,30.6,66.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.157,0.166,0.212,2.509,264,0.012,15,375,33.9,0.038,593,10.0,2.0,2.7,658.4,5.9,26.0,2.75,30.6,67.0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.156,0.168,0.204,2.534,263,0.012,15,373,33.8,0.035,593,10.0,2.0,2.7,658.4,5.9,26.0,2.75,30.6,67.0,1,0,0,0,0,0,0,0,0,1,0,0,1
0.156,0.168,0.204,2.534,263,0.012,15,373,33.8,0.035,593,10.0,2.0,2.7,658.4,5.9,26.0,2.76,30.7,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.17,0.208,2.537,265,0.012,17,373,33.9,0.036,595,9.9,2.0,2.7,658.4,5.9,26.0,2.76,30.7,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.148,0.164,0.202,2.51,263,0.011,15,373,34.2,0.038,593,10.3,2.4,3.0,658.7,5.9,26.0,2.76,30.7,66.9,1,0,0,0,0,0,0,0,0,0,0,0,1
0.155,0.168,0.2,2.508,265,0.012,18,373,34.2,0.035,596,10.3,2.4,3.0,658.7,5.9,26.0,2.76,30.7,66.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.172,0.194,2.503,265,0.012,18,372,34.1,0.036,596,10.2,2.4,3.0,659.3,5.8,26.0,2.75,30.7,66.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.164,0.208,2.513,265,0.012,19,372,35.0,0.036,596,11.1,2.4,3.0,659.4,5.8,26.0,2.72,30.8,66.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.171,0.211,2.498,265,0.01,20,372,34.9,0.036,595,11.1,2.4,3.0,659.4,5.8,26.0,2.72,30.8,66.8,1,0,0,0,0,0,0,0,0,0,0,0,1
0.149,0.174,0.206,2.512,265,0.011,19,373,34.9,0.033,596,11.1,2.4,3.0,658.7,5.8,26.0,2.75,30.9,66.6,0,0,1,0,0,0,0,0,0,0,0,0,0
0.156,0.163,0.204,2.504,265,0.011,18,373,34.9,0.035,596,11.1,2.4,3.0,658.7,5.8,26.0,2.75,30.9,66.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.166,0.204,2.524,265,0.012,17,373,34.9,0.042,596,11.1,2.4,3.0,658.3,5.7,26.1,2.75,30.9,66.5,1,0,0,0,0,0,0,0,0,0,0,0,1
0.152,0.168,0.204,2.507,265,0.012,18,373,34.9,0.035,596,11.1,2.4,3.0,658.3,5.7,26.1,2.75,30.9,66.5,0,0,1,0,0,0,0,0,0,1,0,0,1
0.141,0.168,0.202,2.524,265,0.012,18,372,34.9,0.036,595,11.1,2.4,3.0,657.5,5.7,26.0,2.73,30.9,66.5,1,0,0,0,0,0,0,0,0,1,0,0,1
0.158,0.171,0.202,2.513,265,0.012,19,372,34.9,0.036,596,11.1,2.4,3.0,656.9,5.7,26.0,2.75,30.9,66.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.176,0.198,2.519,265,0.011,18,375,34.9,0.041,596,11.1,2.4,3.0,656.9,5.7,26.0,2.75,30.9,66.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.164,0.212,2.494,265,0.012,18,373,34.9,0.035,596,11.1,2.4,3.0,656.7,5.7,26.1,2.75,31.0,66.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.157,0.171,0.203,2.523,265,0.012,19,373,35.0,0.035,596,11.1,2.4,3.0,656.7,5.7,26.1,2.75,31.0,66.2,0,0,1,0,0,0,0,0,0,0,0,0,1
0.15,0.162,0.204,2.523,265,0.012,20,373,34.9,0.036,597,11.1,2.4,3.0,656.5,5.8,26.0,2.74,31.0,66.1,1,0,1,0,0,0,0,0,0,0,0,0,1
0.157,0.172,0.21,2.508,265,0.012,19,373,35.0,0.036,596,11.1,2.4,3.0,656.6,5.8,26.0,2.74,31.0,66.1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.154,0.174,0.202,2.508,265,0.012,19,375,35.0,0.036,596,11.1,2.4,3.0,656.6,5.8,26.0,2.74,31.0,66.1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.158,0.172,0.206,2.498,265,0.009,20,373,35.0,0.033,596,11.1,2.4,3.0,656.5,5.8,26.1,2.75,31.0,66.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.164,0.197,2.515,265,0.012,19,373,35.1,0.036,596,11.1,2.4,3.0,656.5,5.8,26.1,2.75,31.0,66.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.17,0.198,2.529,265,0.014,18,373,35.0,0.036,596,11.1,2.4,3.0,656.0,5.8,26.1,2.75,31.0,66.1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.158,0.168,0.206,2.527,265,0.012,20,375,35.0,0.036,595,11.1,2.4,3.0,656.0,5.8,26.1,2.75,31.0,66.1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.173,0.198,2.531,265,0.012,18,373,34.9,0.036,595,11.1,2.4,3.0,655.7,5.8,26.1,2.76,31.0,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.17,0.202,2.526,265,0.011,19,373,35.0,0.036,596,11.1,2.4,3.0,655.4,5.7,26.1,2.77,31.1,65.9,1,0,0,0,0,0,0,0,0,0,0,0,1
0.149,0.17,0.2,2.525,265,0.012,17,372,35.0,0.034,596,11.1,2.4,3.0,655.4,5.7,26.1,2.77,31.1,65.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.168,0.2,2.511,265,0.012,18,373,35.0,0.036,596,11.1,2.4,3.0,655.4,5.8,26.1,2.77,31.1,65.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.166,0.197,2.535,265,0.011,18,373,35.0,0.035,597,11.1,2.4,3.0,655.4,5.8,26.1,2.77,31.1,65.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.176,0.204,2.51,265,0.012,19,375,35.0,0.034,596,11.1,2.4,3.0,655.0,5.8,26.1,2.72,31.0,65.8,1,0,0,0,0,0,0,0,0,0,0,0,1
0.156,0.168,0.198,2.509,265,0.012,19,375,35.0,0.034,597,11.1,2.4,3.0,655.5,5.9,26.1,2.74,31.0,65.9,0,0,0,0,0,0,0,0,1,0,0,0,1
0.156,0.168,0.198,2.509,265,0.012,19,375,35.0,0.034,597,11.1,2.4,3.0,655.5,5.9,26.1,2.74,31.0,65.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.168,0.208,2.496,265,0.009,19,375,35.0,0.035,596,11.1,2.4,3.0,656.0,5.9,26.1,2.72,31.0,65.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.172,0.204,2.53,265,0.012,17,373,35.0,0.036,596,11.1,2.4,3.0,656.0,5.9,26.1,2.72,31.0,65.9,1,0,0,0,0,0,0,0,0,0,0,0,1
0.141,0.166,0.21,2.511,265,0.012,18,373,35.0,0.034,597,11.1,2.4,3.0,656.8,6.0,26.1,2.72,31.0,65.8,1,0,0,0,0,0,0,0,0,0,0,0,1
0.15,0.168,0.206,2.513,265,0.012,17,375,35.0,0.042,596,11.1,2.4,3.0,656.8,6.0,26.1,2.72,31.0,65.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.149,0.163,0.2,2.534,265,0.014,16,375,35.0,0.034,596,11.1,2.4,3.0,657.5,6.1,26.1,2.74,31.0,65.8,0,0,0,0,0,0,0,0,0,1,0,0,1
0.154,0.172,0.196,2.526,265,0.013,18,373,35.0,0.035,595,11.1,2.4,3.0,658.0,6.0,26.1,2.74,31.1,65.7,0,0,1,0,0,0,0,0,0,0,0,0,0
0.154,0.172,0.196,2.526,265,0.013,18,373,35.0,0.035,595,11.1,2.4,3.0,658.0,6.0,26.1,2.74,31.1,65.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.155,0.166,0.202,2.516,265,0.013,19,372,35.0,0.035,597,11.1,2.4,3.0,658.3,6.0,26.1,2.73,31.1,65.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.168,0.208,2.519,265,0.012,17,372,34.9,0.036,596,11.1,2.4,3.0,658.3,6.0,26.1,2.73,31.1,65.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.166,0.212,2.509,265,0.012,17,373,37.0,0.034,596,13.1,2.4,3.0,657.9,6.1,26.1,2.74,31.1,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.155,0.164,0.208,2.523,265,0.012,16,370,36.0,0.036,596,12.2,2.0,2.0,657.1,6.2,26.1,2.75,31.1,65.5,1,0,0,0,0,0,0,0,0,0,0,0,1
0.146,0.164,0.196,2.493,265,0.012,18,370,36.0,0.036,596,12.2,2.0,2.0,657.1,6.2,26.1,2.75,31.1,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.162,0.174,0.2,2.524,265,0.014,17,370,36.1,0.036,596,12.2,2.0,2.0,656.4,6.4,26.1,2.77,31.1,65.5,0,0,1,0,0,0,0,0,0,0,0,0,1
0.155,0.162,0.21,2.503,265,0.011,16,372,36.1,0.041,596,12.2,2.0,2.0,656.4,6.4,26.1,2.77,31.1,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.166,0.203,2.527,263,0.011,15,372,36.2,0.036,593,12.2,2.0,2.0,655.9,6.5,26.1,2.75,31.1,65.5,1,0,0,0,0,0,0,0,0,0,0,0,1
0.16,0.164,0.197,2.501,265,0.011,17,370,36.1,0.042,595,12.2,2.0,2.0,655.5,6.5,26.1,2.76,31.1,65.5,1,0,1,0,0,0,0,0,0,0,0,0,1
0.156,0.168,0.2,2.527,265,0.011,17,372,36.2,0.036,597,12.2,2.0,2.0,655.5,6.5,26.1,2.76,31.1,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.174,0.2,2.524,265,0.014,18,372,36.2,0.033,596,12.2,2.0,2.0,655.6,6.5,26.1,2.75,31.1,65.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.17,0.198,2.523,265,0.012,18,372,36.1,0.036,596,12.2,2.0,2.0,655.6,6.5,26.1,2.75,31.1,65.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.174,0.204,2.522,265,0.012,18,372,36.1,0.035,597,12.2,2.0,2.0,655.7,6.6,26.1,2.75,31.1,65.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.173,0.206,2.51,265,0.011,17,372,36.1,0.036,596,12.2,2.0,2.0,656.5,6.6,26.1,2.75,31.1,65.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.149,0.164,0.205,2.508,265,0.011,17,372,36.1,0.041,596,12.2,2.0,2.0,656.5,6.6,26.1,2.75,31.1,65.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.155,0.166,0.205,2.524,265,0.012,16,373,36.1,0.034,596,12.2,2.0,2.0,656.9,6.5,26.1,2.74,31.1,65.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.17,0.196,2.522,265,0.012,17,372,36.1,0.041,596,12.2,2.0,2.0,656.9,6.5,26.1,2.74,31.1,65.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.17,0.208,2.514,265,0.012,18,372,36.1,0.033,596,12.2,2.0,2.0,657.4,6.5,26.1,2.72,31.1,65.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.147,0.164,0.194,2.52,265,0.011,16,372,36.2,0.033,595,12.2,2.0,2.0,657.4,6.5,26.1,2.73,31.2,65.7,1,0,0,0,0,0,0,0,0,0,0,0,1
0.156,0.174,0.212,2.52,265,0.014,18,372,36.1,0.036,596,12.2,2.0,2.0,657.4,6.5,26.1,2.73,31.2,65.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.164,0.208,2.492,265,0.011,18,372,36.1,0.033,595,12.2,2.0,2.0,657.3,6.5,26.1,2.74,31.2,65.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.155,0.168,0.205,2.48,264,0.014,18,372,36.1,0.034,595,12.2,2.0,2.0,657.3,6.5,26.1,2.74,31.2,65.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.155,0.168,0.198,2.522,265,0.012,18,372,36.1,0.035,595,12.2,2.0,2.0,656.6,6.5,26.2,2.76,31.2,65.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.155,0.168,0.198,2.522,265,0.012,18,372,36.1,0.035,595,12.2,2.0,2.0,656.5,6.4,26.2,2.74,31.3,65.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.164,0.192,2.498,265,0.012,19,373,36.1,0.036,596,12.2,2.0,2.0,656.5,6.4,26.2,2.74,31.3,65.6,0,0,1,0,0,0,0,0,0,0,0,0,1
0.154,0.166,0.206,2.516,265,0.011,17,373,36.1,0.041,596,12.2,2.0,2.0,656.5,6.4,26.1,2.76,31.4,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.17,0.21,2.52,265,0.012,17,373,36.1,0.042,595,12.2,2.0,2.0,656.5,6.4,26.1,2.76,31.4,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.168,0.214,2.534,265,0.012,18,373,36.1,0.033,595,12.2,2.0,2.0,656.6,6.4,26.2,2.77,31.4,65.6,1,0,0,0,0,0,0,0,0,0,0,0,1
0.158,0.168,0.206,2.525,264,0.012,17,373,36.0,0.033,595,12.2,2.0,2.0,656.8,6.4,26.1,2.76,31.4,65.5,0,0,1,0,0,0,0,0,0,0,0,0,1
0.16,0.168,0.21,2.51,265,0.009,18,373,36.1,0.033,595,12.2,2.0,2.0,656.8,6.4,26.1,2.76,31.4,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.165,0.206,2.507,265,0.011,18,373,36.0,0.035,596,12.2,2.0,2.0,657.6,6.4,26.1,2.76,31.4,65.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.157,0.17,0.197,2.531,265,0.012,16,372,36.1,0.034,595,12.2,2.0,2.0,658.2,6.4,26.1,2.74,31.5,65.0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.148,0.166,0.206,2.527,265,0.012,17,372,36.0,0.036,596,12.2,2.0,2.0,658.9,6.3,26.1,2.73,31.6,64.7,0,0,1,0,0,0,0,0,0,0,0,0,0
0.16,0.166,0.21,2.513,265,0.012,18,372,36.1,0.034,597,12.2,2.0,2.0,658.9,6.3,26.1,2.73,31.6,64.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.17,0.208,2.527,265,0.012,17,373,36.1,0.033,596,12.2,2.0,2.0,659.6,6.3,26.2,2.74,31.6,64.5,0,0,0,0,0,0,0,0,0,1,0,0,1
0.15,0.17,0.208,2.527,265,0.012,17,373,36.1,0.033,596,12.2,2.0,2.0,659.6,6.3,26.2,2.74,31.6,64.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.148,0.17,0.202,2.525,265,0.012,18,372,36.0,0.036,596,12.2,2.0,2.0,660.4,6.4,26.2,2.73,31.7,64.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.168,0.208,2.527,264,0.012,18,373,36.1,0.033,595,12.2,2.0,2.0,661.2,6.4,26.2,2.73,31.8,63.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.172,0.206,2.53,265,0.012,17,375,36.0,0.041,596,12.2,2.0,2.0,661.2,6.4,26.2,2.73,31.8,63.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.165,0.198,2.495,265,0.012,18,373,36.1,0.035,596,12.2,2.0,2.0,661.6,6.3,26.2,2.75,31.8,63.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.146,0.17,0.206,2.532,265,0.014,17,375,36.1,0.036,597,12.2,2.0,2.0,662.6,6.3,26.2,2.74,31.9,63.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.166,0.208,2.514,264,0.011,19,373,36.1,0.034,595,12.2,2.0,2.0,662.6,6.3,26.2,2.74,31.9,63.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.176,0.21,2.489,265,0.011,19,375,36.1,0.034,596,12.2,2.0,2.0,662.6,6.3,26.2,2.76,32.0,63.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.164,0.198,2.511,265,0.012,18,375,36.1,0.034,596,12.2,2.0,2.0,662.6,6.3,26.2,2.76,32.0,63.1,0,0,0,0,0,0,0,0,0,0,0,0,0
