process,process,process,process,process,process,process,process,process,process,process,process,process,process,sensor,sensor,sensor,sensor,sensor,sensor,defects,defects,defects,defects,defects,defects,defects,defects,defects,defects,defects,defects,defect_flag
velocity_1,velocity_2,velocity_3,high_velocity,cylinder_pressure,rapid_rise_time,biscuit_thickness,clamping_force,cycle_time,pressure_rise_time,casting_pressure,spray_time,spray_1_time,spray_2_time,melting_furnace_temp,air_pressure,coolant_temp,coolant_pressure,factory_temp,factory_humidity,short_shot_1,bubble_1,blow_hole_1,stain_1,dent_1,crack_1,scratch_1,buring_mark_1,short_shot_2,blow_hole_2,dent_2,crack_2,is_defect
0.16,0.166,0.202,2.524,265,0.012,18,381,35.8,0.035,595,12.0,2.0,2.0,647.5,5.2,27.1,2.62,31.6,69.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.147,0.17,0.196,2.543,264,0.011,16,381,35.8,0.034,595,12.0,2.0,2.0,647.5,5.2,27.1,2.62,31.6,69.3,1,0,0,0,0,0,0,0,0,0,0,0,1
0.149,0.174,0.202,2.523,265,0.012,18,381,35.9,0.034,595,12.0,2.0,2.0,647.6,5.2,27.1,2.63,31.6,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.166,0.198,2.524,265,0.011,18,381,35.9,0.034,595,12.0,2.0,2.0,647.8,5.2,27.1,2.63,31.6,69.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.168,0.2,2.511,264,0.012,18,381,35.9,0.035,595,12.0,2.0,2.0,647.8,5.2,27.1,2.63,31.6,69.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.174,0.202,2.528,264,0.011,18,381,35.9,0.041,595,12.0,2.0,2.0,648.1,5.2,27.1,2.61,31.6,69.2,1,0,0,0,0,0,0,0,0,0,0,0,1
0.153,0.176,0.208,2.534,265,0.012,18,381,35.8,0.036,596,12.0,2.0,2.0,648.1,5.2,27.1,2.61,31.6,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.168,0.204,2.518,265,0.012,18,381,35.8,0.036,596,12.0,2.0,2.0,648.2,5.2,27.1,2.61,31.6,69.2,0,0,0,0,0,0,0,0,1,0,0,0,1
0.158,0.164,0.202,2.529,265,0.01,17,381,35.9,0.035,596,12.0,2.0,2.0,647.7,5.1,27.1,2.64,31.6,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.166,0.206,2.528,264,0.012,18,381,35.8,0.036,595,12.0,2.0,2.0,647.7,5.1,27.1,2.64,31.6,69.2,1,0,0,0,0,0,0,0,0,0,0,0,1
0.16,0.164,0.2,2.541,265,0.012,18,381,35.8,0.036,595,12.0,2.0,2.0,647.4,5.1,27.1,2.64,31.6,69.2,0,0,1,0,0,0,0,0,0,0,0,0,1
0.16,0.173,0.208,2.542,265,0.012,18,382,35.7,0.035,596,12.0,2.0,2.0,647.4,5.1,27.1,2.64,31.6,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.149,0.174,0.206,2.542,265,0.012,17,381,35.7,0.036,596,12.0,2.0,2.0,647.4,5.0,27.1,2.63,31.6,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.162,0.205,2.524,265,0.012,19,381,35.7,0.033,597,12.0,2.0,2.0,647.3,4.9,27.1,2.62,31.7,69.1,0,0,0,0,0,0,0,0,1,0,0,0,1
0.16,0.166,0.189,2.513,265,0.012,18,379,35.7,0.036,596,12.0,2.0,2.0,647.3,4.9,27.1,2.62,31.7,69.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.146,0.17,0.204,2.534,265,0.012,19,381,35.7,0.036,596,12.0,2.0,2.0,647.5,4.9,27.1,2.61,31.7,68.9,0,0,0,0,0,0,0,0,1,0,0,0,1
0.158,0.174,0.202,2.523,265,0.01,20,381,35.6,0.036,596,12.0,2.0,2.0,647.5,4.9,27.1,2.61,31.7,68.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.176,0.208,2.522,265,0.009,19,381,35.7,0.036,596,12.0,2.0,2.0,647.5,4.8,27.1,2.64,31.6,68.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.17,0.2,2.504,265,0.009,19,381,35.7,0.035,595,12.0,2.0,2.0,647.5,4.8,27.1,2.64,31.6,68.9,0,0,0,0,0,0,0,0,1,0,0,0,1
0.15,0.17,0.2,2.504,265,0.009,19,381,35.7,0.035,595,12.0,2.0,2.0,647.6,4.7,27.1,2.63,31.6,69.1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.154,0.17,0.206,2.51,265,0.01,19,381,35.8,0.037,596,12.0,2.0,2.0,647.6,4.7,27.2,2.62,31.6,69.3,0,0,0,0,0,0,0,0,1,0,0,0,1
0.152,0.17,0.195,2.517,265,0.009,19,381,35.8,0.036,595,12.1,2.0,2.0,647.6,4.7,27.2,2.62,31.6,69.3,1,0,0,0,0,0,0,0,0,0,0,0,1
0.16,0.164,0.206,2.539,265,0.011,17,381,35.8,0.036,596,12.1,2.0,2.0,647.3,4.6,27.2,2.61,31.6,69.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.172,0.208,2.532,264,0.012,17,381,35.8,0.035,595,12.1,2.0,2.0,647.3,4.6,27.2,2.61,31.6,69.4,0,0,0,0,0,0,0,0,1,0,0,0,1
0.148,0.174,0.206,2.542,265,0.012,18,381,35.8,0.035,595,12.1,2.0,2.0,647.1,4.6,27.2,2.64,31.6,69.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.166,0.2,2.509,265,0.012,19,381,35.8,0.036,595,12.1,2.0,2.0,646.5,4.6,27.2,2.62,31.6,69.4,0,0,0,0,0,0,0,0,1,0,0,0,1
0.152,0.171,0.206,2.515,264,0.011,18,382,35.7,0.035,595,12.1,2.0,2.0,646.5,4.6,27.2,2.62,31.6,69.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.166,0.212,2.543,264,0.012,17,381,35.8,0.036,595,12.0,2.0,2.0,646.4,4.7,27.2,2.65,31.6,69.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.17,0.198,2.524,265,0.009,18,381,35.8,0.035,595,12.0,2.0,2.0,646.4,4.7,27.2,2.65,31.6,69.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.166,0.194,2.523,265,0.011,17,381,35.8,0.036,596,12.0,2.0,2.0,645.9,4.7,27.2,2.62,31.6,69.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.147,0.173,0.214,2.528,265,0.011,16,381,35.9,0.035,596,12.0,2.0,2.0,645.9,4.8,27.2,2.64,31.7,69.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.144,0.17,0.206,2.529,264,0.012,19,381,35.7,0.036,595,12.0,2.0,2.0,645.9,4.8,27.2,2.64,31.7,69.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.157,0.164,0.208,2.529,264,0.009,18,381,35.8,0.036,594,12.0,2.0,2.0,646.3,4.8,27.2,2.62,31.7,69.4,0,0,0,0,0,0,0,0,1,0,0,0,1
0.15,0.17,0.203,2.537,265,0.012,20,381,35.8,0.036,595,12.0,2.0,2.0,646.3,4.8,27.2,2.62,31.7,69.4,0,0,0,0,0,0,0,0,1,0,0,0,1
0.16,0.164,0.194,2.514,265,0.011,19,381,35.8,0.035,596,12.0,2.0,2.0,646.4,4.8,27.2,2.63,31.7,69.4,0,0,1,0,0,0,0,0,1,0,0,0,1
0.153,0.168,0.186,2.507,265,0.012,18,381,35.8,0.036,595,12.0,2.0,2.0,646.5,4.8,27.2,2.62,31.8,69.3,0,0,0,0,0,0,0,0,1,0,0,0,1
0.152,0.173,0.204,2.515,265,0.012,18,381,35.8,0.036,596,12.0,2.0,2.0,646.5,4.8,27.2,2.62,31.8,69.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.162,0.162,0.2,2.493,265,0.012,19,381,36.0,0.036,596,12.0,2.0,2.0,646.7,5.5,27.2,2.63,31.8,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.168,0.212,2.529,265,0.012,16,381,36.0,0.034,595,12.1,2.0,2.0,647.1,6.3,27.2,2.62,31.8,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.164,0.206,2.511,265,0.011,18,381,36.0,0.036,595,12.1,2.0,2.0,647.1,6.3,27.2,2.62,31.8,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.168,0.198,2.52,265,0.012,19,382,36.1,0.036,596,12.2,2.0,2.0,647.4,6.9,27.2,2.6,31.8,69.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.172,0.202,2.517,264,0.011,18,382,35.9,0.035,595,12.1,2.0,2.0,647.4,6.8,27.2,2.6,31.8,69.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.166,0.202,2.511,265,0.011,18,382,36.0,0.033,595,12.1,2.0,2.0,647.4,6.8,27.2,2.6,31.8,69.1,0,0,0,0,0,0,0,0,1,0,0,0,1
0.148,0.17,0.198,2.518,265,0.012,19,381,36.0,0.034,595,12.1,2.0,2.0,648.1,6.7,27.2,2.63,31.8,69.3,1,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.174,0.204,2.517,265,0.011,19,381,36.0,0.035,595,12.1,2.0,2.0,648.5,7.0,27.2,2.61,31.8,69.2,1,0,0,0,0,0,0,0,0,0,0,0,1
0.158,0.168,0.196,2.513,265,0.01,18,382,36.1,0.036,595,12.2,2.0,2.0,648.5,7.0,27.2,2.61,31.8,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.147,0.164,0.206,2.523,264,0.012,18,381,36.1,0.033,595,12.1,2.0,2.0,649.2,6.8,27.2,2.62,31.8,69.2,0,0,0,0,0,0,0,0,1,0,0,0,1
0.155,0.168,0.202,2.511,265,0.011,19,381,36.1,0.035,595,12.1,2.0,2.0,649.2,6.8,27.2,2.62,31.8,69.2,0,0,1,0,0,0,0,0,0,0,0,0,1
0.16,0.172,0.198,2.47,265,0.012,21,381,36.1,0.036,596,12.2,2.0,2.0,649.6,7.0,27.2,2.62,31.8,69.2,0,0,0,0,0,0,0,0,1,0,0,0,1
0.16,0.168,0.2,2.493,265,0.012,20,381,36.1,0.036,595,12.2,2.0,2.0,650.2,7.1,27.3,2.62,31.8,69.3,0,0,0,0,0,0,0,0,1,0,0,0,1
0.158,0.17,0.206,2.51,264,0.01,18,382,36.1,0.034,595,12.1,2.0,2.0,650.2,7.1,27.3,2.62,31.8,69.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.168,0.204,2.5,264,0.01,19,381,36.1,0.034,595,12.1,2.0,2.0,650.5,6.8,27.3,2.62,31.8,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.148,0.17,0.204,2.539,264,0.012,17,381,36.1,0.035,595,12.1,2.0,2.0,650.5,6.8,27.3,2.62,31.8,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.174,0.204,2.524,265,0.011,19,381,36.1,0.035,596,12.2,2.0,2.0,650.4,7.1,27.3,2.62,31.9,69.1,0,0,0,0,0,0,0,0,1,0,0,0,1
0.158,0.172,0.204,2.515,264,0.012,19,381,36.2,0.036,595,12.2,2.0,2.0,649.8,7.0,27.3,2.64,31.9,68.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.17,0.196,2.513,265,0.012,18,381,36.1,0.034,595,12.1,2.0,2.0,649.8,7.0,27.3,2.64,31.9,68.9,0,0,0,0,0,0,0,0,1,0,0,0,1
0.154,0.174,0.208,2.524,265,0.012,19,379,36.0,0.035,595,12.1,2.0,2.0,649.5,6.8,27.3,2.62,32.0,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.17,0.2,2.516,265,0.011,18,381,36.1,0.041,596,12.1,2.0,2.0,649.1,7.1,27.3,2.64,32.0,69.1,0,0,0,0,0,0,0,0,1,0,0,0,1
0.158,0.17,0.202,2.515,265,0.012,19,381,36.1,0.036,596,12.1,2.0,2.0,649.0,7.0,27.3,2.63,32.0,69.0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.158,0.166,0.204,2.516,265,0.012,19,381,36.0,0.036,595,12.1,2.0,2.0,649.0,7.0,27.3,2.63,32.0,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.164,0.203,2.511,265,0.009,18,381,36.1,0.033,595,12.1,2.0,2.0,648.8,7.0,27.3,2.63,32.0,68.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.147,0.166,0.202,2.497,265,0.009,21,381,36.1,0.033,595,12.1,2.0,2.0,648.8,7.0,27.3,2.63,32.0,68.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.168,0.202,2.508,265,0.01,20,381,36.0,0.034,596,12.1,2.0,2.0,647.7,6.9,27.3,2.65,32.0,68.7,1,0,0,0,0,0,0,0,0,0,0,0,1
0.158,0.17,0.2,2.511,265,0.01,19,379,36.0,0.034,596,12.1,2.0,2.0,646.0,7.0,27.3,2.63,32.0,68.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.166,0.208,2.475,265,0.012,19,381,36.0,0.035,596,12.2,2.0,2.0,646.0,7.0,27.3,2.63,32.0,68.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.172,0.204,2.479,265,0.012,20,379,36.0,0.036,596,12.1,2.0,2.0,645.8,7.0,27.3,2.62,32.2,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.172,0.204,2.479,265,0.012,20,379,36.0,0.036,596,12.1,2.0,2.0,645.8,7.0,27.3,2.62,32.2,68.0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.156,0.171,0.202,2.518,265,0.012,19,379,36.0,0.036,596,12.1,2.0,2.0,646.6,6.9,27.3,2.63,32.4,67.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.144,0.164,0.198,2.524,265,0.012,18,381,36.1,0.036,595,12.1,2.0,2.0,647.9,7.0,27.3,2.63,32.6,67.1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.158,0.172,0.208,2.526,264,0.011,18,381,36.1,0.035,595,12.1,2.0,2.0,647.9,7.0,27.3,2.63,32.6,67.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14,0.17,0.21,2.496,265,0.011,20,381,36.1,0.036,595,12.1,2.0,2.0,648.9,6.9,27.3,2.62,32.7,66.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.166,0.202,2.525,265,0.012,19,379,36.1,0.034,595,12.1,2.0,2.0,650.4,7.1,27.3,2.62,32.8,66.2,0,0,0,0,0,0,0,0,0,1,0,0,1
0.15,0.172,0.204,2.518,265,0.012,19,381,36.1,0.034,596,12.1,2.0,2.0,650.4,7.1,27.3,2.62,32.8,66.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.166,0.202,2.517,265,0.012,19,381,36.1,0.036,595,12.1,2.0,2.0,651.3,6.8,27.4,2.63,32.9,65.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.172,0.196,2.505,265,0.012,18,381,36.1,0.033,595,12.1,2.0,2.0,651.3,6.8,27.4,2.63,32.9,65.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.148,0.166,0.203,2.516,265,0.012,19,379,36.1,0.036,596,12.1,2.0,2.0,652.3,6.9,27.4,2.62,32.9,65.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.148,0.173,0.208,2.526,265,0.012,18,379,36.1,0.036,596,12.1,2.0,2.0,653.4,6.9,27.4,2.61,32.9,65.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.164,0.202,2.497,265,0.012,19,381,36.0,0.036,595,12.1,2.0,2.0,653.4,6.9,27.4,2.61,32.9,65.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.164,0.202,2.524,265,0.011,18,379,36.1,0.034,596,12.1,2.0,2.0,654.2,7.0,27.4,2.62,32.9,65.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.168,0.208,2.514,265,0.012,18,379,36.1,0.033,596,12.1,2.0,2.0,654.2,7.0,27.4,2.62,32.9,65.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.173,0.2,2.524,265,0.012,19,379,36.1,0.036,596,12.1,2.0,2.0,655.3,6.9,27.4,2.64,32.9,65.1,0,0,0,0,0,0,0,0,1,0,0,0,1
0.148,0.17,0.203,2.507,265,0.012,18,381,36.1,0.035,595,12.1,2.0,2.0,656.0,7.0,27.4,2.61,32.9,64.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.174,0.203,2.524,264,0.012,18,379,36.0,0.035,595,12.1,2.0,2.0,656.0,7.0,27.4,2.61,32.9,64.9,0,0,0,0,0,0,0,0,0,1,0,0,1
0.158,0.172,0.206,2.506,264,0.012,18,381,36.1,0.036,595,12.1,2.0,2.0,656.9,7.0,27.4,2.62,32.9,64.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.166,0.208,2.523,265,0.012,19,379,36.1,0.036,595,12.1,2.0,2.0,656.9,7.0,27.4,2.62,32.9,64.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.148,0.164,0.206,2.494,264,0.011,18,379,36.1,0.035,595,12.1,2.0,2.0,657.7,6.9,27.4,2.61,32.9,64.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.144,0.174,0.204,2.529,265,0.011,17,381,36.1,0.034,595,12.1,2.0,2.0,658.6,6.9,27.4,2.61,32.9,64.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.174,0.205,2.515,265,0.011,18,379,36.0,0.036,595,12.1,2.0,2.0,658.6,6.9,27.4,2.61,32.9,64.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.174,0.205,2.515,265,0.011,18,379,36.0,0.036,595,12.1,2.0,2.0,659.5,6.8,27.4,2.62,32.2,62.9,1,0,0,0,0,0,0,0,0,0,0,0,1
0.15,0.166,0.2,2.524,265,0.012,18,379,36.1,0.033,596,12.1,2.0,2.0,659.5,6.8,27.4,2.62,32.2,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.166,0.198,2.538,265,0.012,17,381,36.0,0.034,595,12.1,2.0,2.0,660.1,6.9,27.4,2.64,32.2,62.9,0,0,1,0,0,0,0,0,0,0,0,0,1
0.158,0.171,0.206,2.506,264,0.011,18,379,36.1,0.035,595,12.1,2.0,2.0,660.8,6.9,27.4,2.63,32.2,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.168,0.206,2.517,265,0.012,18,382,36.1,0.033,595,12.1,2.0,2.0,661.5,6.8,27.4,2.58,32.2,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.149,0.168,0.208,2.506,264,0.011,19,382,36.0,0.034,595,12.1,2.0,2.0,661.5,6.8,27.4,2.58,32.2,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.165,0.2,2.524,265,0.01,18,382,36.1,0.034,596,12.1,2.0,2.0,662.1,6.9,27.5,2.61,32.2,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.166,0.2,2.534,265,0.011,18,382,36.1,0.036,596,12.1,2.0,2.0,662.8,6.9,27.5,2.62,32.2,62.9,0,0,0,0,0,0,0,0,0,1,0,0,1
0.15,0.17,0.202,2.502,265,0.011,19,381,36.1,0.034,595,12.1,2.0,2.0,662.8,6.9,27.5,2.62,32.2,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.147,0.173,0.188,2.525,265,0.012,18,381,36.1,0.036,596,12.1,2.0,2.0,663.5,6.8,27.4,2.61,32.2,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.148,0.164,0.202,2.522,264,0.01,18,381,36.1,0.034,595,12.1,2.0,2.0,663.5,6.8,27.4,2.61,32.2,62.9,0,0,0,0,0,0,0,0,0,1,0,0,1
0.158,0.172,0.198,2.502,265,0.012,19,381,36.1,0.033,596,12.1,2.0,2.0,663.8,6.9,27.5,2.62,32.2,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.176,0.197,2.502,265,0.012,19,382,36.1,0.036,596,12.1,2.0,2.0,664.4,6.9,27.5,2.63,32.2,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.148,0.164,0.204,2.5,265,0.012,19,382,36.1,0.036,596,12.1,2.0,2.0,664.4,6.9,27.5,2.63,32.2,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.157,0.168,0.206,2.488,265,0.012,19,382,36.2,0.036,596,12.1,2.0,2.0,664.6,6.8,27.5,2.62,32.2,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.172,0.204,2.507,265,0.012,18,381,36.1,0.042,597,12.1,2.0,2.0,664.6,6.8,27.5,2.62,32.2,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.176,0.206,2.497,265,0.012,19,382,36.2,0.034,596,12.1,2.0,2.0,665.0,6.7,27.5,2.61,32.2,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.168,0.2,2.514,265,0.01,19,379,36.1,0.034,596,12.1,2.0,2.0,665.2,7.0,27.5,2.62,32.2,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.17,0.196,2.51,265,0.012,18,381,36.2,0.042,596,12.1,2.0,2.0,665.2,7.0,27.5,2.62,32.2,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.164,0.206,2.524,265,0.012,18,381,36.2,0.036,596,12.1,2.0,2.0,665.1,6.8,27.5,2.63,32.2,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.171,0.2,2.513,265,0.012,18,382,36.1,0.033,596,12.1,2.0,2.0,665.1,6.8,27.5,2.63,32.2,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.171,0.208,2.521,265,0.009,19,381,36.1,0.036,595,12.1,2.0,2.0,665.2,6.8,27.5,2.64,32.2,62.9,1,0,0,0,0,0,0,0,0,0,0,0,1
0.156,0.166,0.208,2.51,265,0.012,18,381,36.0,0.033,596,12.1,2.0,2.0,665.0,6.7,27.5,2.62,32.2,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.174,0.206,2.512,265,0.011,18,382,36.1,0.034,595,12.1,2.0,2.0,665.0,6.7,27.5,2.62,32.2,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.174,0.206,2.512,265,0.011,18,382,36.1,0.034,595,12.1,2.0,2.0,664.7,6.7,27.5,2.63,32.2,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.164,0.212,2.51,265,0.012,17,381,36.0,0.042,596,12.1,2.0,2.0,664.7,6.7,27.5,2.63,32.2,62.9,1,0,0,0,0,0,0,0,0,0,0,0,1
0.152,0.17,0.2,2.524,265,0.012,18,382,36.1,0.036,596,12.1,2.0,2.0,663.8,7.0,27.5,2.63,32.2,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.163,0.208,2.526,264,0.012,18,384,36.1,0.033,595,12.1,2.0,2.0,662.4,6.9,27.5,2.62,32.2,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.172,0.2,2.522,265,0.012,18,382,36.0,0.034,596,12.1,2.0,2.0,662.4,6.9,27.5,2.62,32.2,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.168,0.2,2.534,265,0.012,19,382,36.1,0.036,596,12.1,2.0,2.0,661.2,6.9,27.5,2.62,32.2,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.174,0.202,2.533,265,0.012,18,382,36.1,0.034,595,12.1,2.0,2.0,661.2,6.9,27.5,2.62,32.2,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.157,0.174,0.202,2.506,265,0.012,18,382,36.0,0.034,596,12.1,2.0,2.0,660.2,6.9,27.5,2.64,27.4,54.0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.16,0.172,0.2,2.503,265,0.012,18,382,36.1,0.034,596,12.1,2.0,2.0,659.1,6.9,27.5,2.63,29.9,69.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.172,0.204,2.524,265,0.012,18,382,36.1,0.036,596,12.1,2.0,2.0,659.1,6.9,27.5,2.63,29.9,69.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.174,0.204,2.5,264,0.012,19,382,36.1,0.036,595,12.1,2.0,2.0,658.3,6.9,27.5,2.61,31.0,72.3,0,0,0,0,0,0,0,0,0,1,0,0,1
0.156,0.164,0.203,2.511,265,0.012,18,382,36.1,0.034,596,12.1,2.0,2.0,658.3,6.9,27.5,2.61,31.0,72.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.166,0.198,2.506,265,0.01,19,382,36.1,0.034,597,12.1,2.0,2.0,657.3,6.9,27.5,2.62,31.3,71.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.17,0.194,2.482,265,0.012,20,382,36.1,0.035,595,12.1,2.0,2.0,656.6,6.9,27.5,2.63,31.5,71.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.168,0.198,2.528,265,0.012,19,382,36.1,0.036,596,12.1,2.0,2.0,656.6,6.9,27.5,2.63,31.5,71.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.166,0.206,2.51,265,0.012,18,382,36.1,0.034,596,12.1,2.0,2.0,655.8,6.9,27.5,2.63,31.6,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.172,0.202,2.498,264,0.011,17,384,36.1,0.036,595,12.1,2.0,2.0,655.8,6.9,27.5,2.63,31.6,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.168,0.2,2.5,265,0.012,18,382,36.0,0.034,596,12.1,2.0,2.0,655.2,6.9,27.5,2.63,31.7,70.6,1,0,0,0,0,0,0,0,0,0,0,0,1
0.15,0.172,0.197,2.498,265,0.012,19,382,36.1,0.036,596,12.1,2.0,2.0,654.1,6.9,27.5,2.62,31.8,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.17,0.2,2.517,265,0.012,18,382,36.1,0.033,596,12.1,2.0,2.0,652.8,6.9,27.6,2.63,31.8,70.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.168,0.198,2.512,265,0.01,18,384,36.1,0.034,595,12.1,2.0,2.0,652.8,6.9,27.6,2.63,31.8,70.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.173,0.198,2.516,265,0.01,18,381,36.1,0.034,596,12.1,2.0,2.0,651.5,6.9,27.6,2.61,31.8,70.1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.16,0.174,0.21,2.501,265,0.012,18,381,36.1,0.034,596,12.1,2.0,2.0,650.2,7.0,27.6,2.62,31.8,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.17,0.198,2.487,265,0.012,20,382,36.0,0.035,596,12.1,2.0,2.0,650.2,7.0,27.6,2.62,31.8,70.0,1,0,0,0,0,0,0,0,0,1,0,0,1
0.16,0.174,0.204,2.507,265,0.011,18,382,36.1,0.033,595,12.1,2.0,2.0,649.4,6.9,27.5,2.63,31.8,69.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.174,0.206,2.504,265,0.011,18,381,36.0,0.033,596,12.1,2.0,2.0,648.7,6.9,27.6,2.62,31.7,70.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.164,0.204,2.494,265,0.012,19,381,36.0,0.036,596,12.1,2.0,2.0,647.8,6.9,27.6,2.64,31.7,70.3,0,0,0,0,0,0,0,0,0,0,0,0,0
